anime_id,name,genre,type,episodes,rating,members
22651,Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,"Fantasy, Kids",TV,6,6.62,71
8244,Keshikasu-kun,"Comedy, Kids",TV,Unknown,4.63,157
8353,Ketsuinu,Comedy,TV,13,5.04,270
29679,Ki Renka,"Demons, Drama",Movie,1,4.13,99
10237,Ki-Fighter Taerang,"Adventure, Kids",TV,26,5.92,81
28965,Kibun wa Uaa Jitsuzai OL Kouza,"Comedy, Seinen",OVA,1,5.83,51
3870,Kick no Oni,"Shounen, Sports",TV,26,7.25,261
19683,Kick no Oni (1971),"Shounen, Sports",Movie,1,4.78,85
7525,Kick Off 2002,Sports,TV,26,6.50,135
26139,Kie Saranu Kizuato: Hi no Umi Osaka,"Historical, Kids",OVA,1,8.67,48
5928,Kigyou Senshi Yamazaki: Long Distance Call,"Drama, Sci-Fi, Seinen",OVA,1,5.92,168
26225,"Kii-chan Watashi, Umarete Kite Yokatta!","Drama, Kids",OVA,1,7.25,52
23085,Kikansha Sensei,"Comedy, School, Slice of Life",Movie,1,6.67,76
8492,Kikansha Yaemon,"Fantasy, Kids",Movie,1,5.64,89
8494,Kikansha Yaemon: D51 no Daibouken,"Fantasy, Kids",Movie,1,5.31,119
9292,Kiki to Lala no Aoi Tori,Kids,Movie,1,6.12,158
29247,Kiki to Lala no Habatake! Pegasus,"Kids, Magic",OVA,1,5.65,68
17977,Kiki to Lala no Hakuchouza no Ohimesama,Kids,OVA,1,5.00,90
17483,Kiki to Lala no Hansel to Gretel,Kids,OVA,1,4.00,82
17981,Kiki to Lala no Hoshi no Dance Shoes,"Kids, Music",OVA,1,4.75,96
29249,Kiki to Lala no Mamatte Suteki!,"Kids, Magic",OVA,1,5.43,61
17485,Kiki to Lala no Ohimesama ni Naritai,Kids,OVA,1,5.65,98
17979,Kiki to Lala no Papa to Mama ni Aitai,Kids,OVA,1,4.88,86
8883,Kikou Heidan J-Phoenix: PF Lips Shoutai,"Comedy, Mecha",OVA,3,5.61,188
5192,Kiku-chan to Ookami,"Adventure, Historical",Special,1,6.35,142
21749,Kimama ni Idol,Music,OVA,1,6.19,115
22595,Kimezou no Kimarimonku Ja Kimaranee.,Comedy,ONA,12,4.91,64
22597,Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,Comedy,ONA,12,5.00,57
30976,Kiminari Dousuru? Yuukai Itazura: Sarenai Tame ni,"Drama, Kids",OVA,1,7.00,34
34233,Kimoshiba,Comedy,TV,Unknown,7.00,81
19941,Kimu no Juujika,"Drama, Historical",Movie,1,7.50,71
19995,King Kong: 001/7 Tom Thumb,"Adventure, Sci-Fi",TV,26,5.00,88
32989,King of Prism by Pretty Rhythm Short Anime,"Comedy, Fantasy, Music",Special,1,5.78,290
33034,Kiniro Mosaic: Pretty Days,"Comedy, School, Slice of Life",Movie,1,7.23,4505
26231,Kiniro no Kujira,"Drama, Kids",OVA,1,5.67,51
29555,Kinken Chochiku Shiobara Tasuke,Historical,Movie,1,4.21,101
3277,Kinnikuman: Haresugata! Seigi Choujin,"Action, Comedy, Shounen, Sports",Movie,1,6.30,280
3275,Kinnikuman: Seigi Choujin vs. Kodai Choujin,"Action, Comedy, Shounen, Sports",Movie,1,6.44,280
3279,Kinnikuman: Seigi Choujin vs. Senshi Choujin,"Action, Comedy, Shounen, Sports",Movie,1,6.22,282
6012,Kinpatsu no Jeanie,"Drama, Historical",TV,13,6.53,275
10759,Kintarou,Drama,Movie,1,5.93,91
31071,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou",Comedy,TV,5,4.14,234
32408,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)","Cars, Comedy",ONA,2,4.31,75
32448,Kirin Ashita no Calendar,"Historical, Kids",TV,1306,6.43,59
23349,Kirin Monoshiri Yakata,Kids,TV,1565,5.56,116
30079,Kirin no Otenki Mama-san,Fantasy,Special,12,3.53,109
33858,Kissaten Soudou,Comedy,ONA,1,3.46,34
32693,Kitakaze to Taiyou,Kids,Movie,1,4.56,48
28035,Kitsune no Home Run Ou,"Kids, Sports",Movie,1,4.16,94
26233,Kitsune no Kan Chigai,"Drama, Kids",OVA,1,5.67,44
26327,Kitsune to Budou,"Drama, Kids",OVA,1,5.80,70
30407,Kitsutsuki: The Ten Hole Stories,Dementia,Movie,1,4.53,74
29549,Kitty to Daniel no Odoru Santa-san no Himitsu,"Fantasy, Kids",OVA,1,6.20,48
29543,Kitty to Daniel no Suteki na Christmas,Kids,OVA,1,6.40,49
22499,Kitty to Mimmy no Happy Birthday,"Fantasy, Kids",OVA,1,6.54,80
33915,Kitty-chan wo Sagase! Toyama-shi Stamp Rally,Comedy,ONA,1,4.25,64
34286,KiyaKiya,Psychological,Music,1,5.67,26
25061,Kizu darake no Tenshi-tachi,"Comedy, Ecchi, Parody, Seinen",OVA,1,5.38,103
34120,Kizuna (ONA),Drama,ONA,1,5.13,31
31000,Kizuna: Ningen no Uta Part 2,"Drama, Kids",OVA,1,7.00,44
18321,Kkomaeosa Ttori,"Action, Adventure, Drama, Fantasy, Historical, Magic, Shounen",Movie,1,4.50,59
18301,Kkureogi Balmyeongwang,"Action, Mecha, Sci-Fi, Shounen",Movie,1,3.50,61
30048,Kkurukkuruwa Chingudeul,"Adventure, Comedy, Kids, Slice of Life",TV,13,4.20,55
23637,Kobito to Ao Mushi,"Kids, Music",Movie,1,6.43,74
19585,Kobo-chan,"Comedy, Kids, Slice of Life",TV,63,6.72,160
22511,Kobutori,"Comedy, Demons",Movie,1,5.38,125
29920,Kobutori (1957),,Movie,1,4.75,90
34503,Kochinpa! Dainiki,Comedy,TV,24,3.40,75
33877,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,"Comedy, Police",Special,1,7.00,108
33874,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,"Comedy, Police",Special,1,6.96,117
33882,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Aidoru h,"Comedy, Police",Special,2,7.00,135
33880,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,"Comedy, Police",Special,2,6.64,105
33876,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chyuuken Rakkii Monogatari - Kameari D,"Comedy, Police",Special,1,7.29,62
33878,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa, Om","Comedy, Police",Special,1,7.05,101
33875,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Aidoru!? Nihon Ikkai Dai-Sug,"Comedy, Police",Special,1,6.95,104
33879,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n,"Comedy, Police",Special,2,7.20,100
33454,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,"Comedy, Police, Shounen, Slice of Life",Special,1,7.77,268
33881,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteid,"Comedy, Police",Special,2,7.18,116
30235,Kochira Tamago Outou Negaimasu,"Comedy, School",OVA,1,4.50,51
32430,Kodanuki Ponpo,"Kids, Music",Music,1,4.86,62
26091,Koe wo Kikasete,"Drama, Kids",OVA,1,8.33,47
26345,Kogitsune no Okurimono,"Drama, Fantasy, Kids",OVA,1,6.50,52
28569,Kogitsune no Shouboutai,"Drama, Fantasy, Kids",OVA,1,6.67,38
6261,Koguma no Misha,"Adventure, Comedy, Drama, Kids",TV,26,6.42,153
24489,Koha Ginjiro,"Action, Drama, School, Shounen",OVA,3,5.60,74
24775,Koishite!! Namashi-chan,"Kids, Slice of Life",TV,Unknown,6.14,112
31587,Kojin Toshi,Dementia,Movie,1,3.79,130
30968,Kokoro no Catchball,"Kids, Sports",OVA,1,7.33,34
28047,Kokoro no Chikara,"Adventure, Historical, Romance",Movie,1,4.49,148
26293,Kokoro no Hanataba,Kids,OVA,1,7.50,46
26109,Kokoro no Koukyougaku,"Drama, Kids",OVA,1,6.33,52
26117,Kokoroya,"Kids, Psychological, Sci-Fi",OVA,1,8.00,66
32759,Kokuen,"Drama, Music",Music,1,4.52,76
23829,Komatsu Sakyo Anime Gekijou,"Comedy, Parody, Sci-Fi, Space",TV,24,5.17,76
29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,Music,TV,10,5.47,75
16263,Konchuu Tsurezuregusa,"Kids, Slice of Life",OVA,1,5.80,83
30129,Konna Ko Iru kana,Kids,TV,Unknown,4.00,38
24073,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www,"Comedy, Fantasy",Movie,1,5.50,176
27519,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),"Comedy, Fantasy",TV,12,5.53,236
28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,"Comedy, Fantasy",ONA,11,4.78,91
30212,Kono Mayonnaise wa Yuru Sugiru,Dementia,Movie,1,4.25,79
15227,Kono Sekai no Katasumi ni,"Drama, Historical",Movie,1,8.14,8028
12981,Kono Shihai kara no Sotsugyou: Ozaki Yutaka,"Historical, Slice of Life",OVA,1,5.63,289
26095,Kono Sora no Shita de,"Drama, Kids",OVA,1,6.33,54
10335,Konpeki no Kantai: Sourai Kaihatsu Monogatari,"Historical, Military",Special,1,6.45,164
17599,Konpora Kid,"Comedy, Kids, Sci-Fi",TV,26,5.75,72
25921,Koori no Kuni no Misuke,"Adventure, Kids",Movie,1,6.00,86
